"";"Duration__in_seconds_";"Finished";"RecordedDate";"ResponseId";"Q6___R_gulation_cogn_1";"Q6___R_gulation_cogn_2";"Q6___R_gulation_cogn_3";"Q6___R_gulation_cogn_4";"Q6___R_gulation_cogn_5";"Q6___R_gulation_cogn_6";"Q6___R_gulation_cogn_7";"Q6___R_gulation_cogn_8";"Q6___R_gulation_cogn_9";"Q6___R_gulation_cogn_10";"Q6___R_gulation_cogn_11";"Q6___R_gulation_cogn_12";"Q6___R_gulation_cogn_13";"Q6___R_gulation_cogn_14";"Q6___R_gulation_cogn_15";"Q6___R_gulation_cogn_16";"Q6___R_gulation_cogn_17";"Q6___R_gulation_cogn_18";"Q7___Alim_intuitive_1";"Q7___Alim_intuitive_2";"Q7___Alim_intuitive_3";"Q7___Alim_intuitive_4";"Q7___Alim_intuitive_5";"Q7___Alim_intuitive_6";"Q7___Alim_intuitive_7";"Q7___Alim_intuitive_8";"Q7___Alim_intuitive_9";"Q7___Alim_intuitive_10";"Q7___Alim_intuitive_11";"Q7___Alim_intuitive_12";"Q7___Alim_intuitive_13";"Q7___Alim_intuitive_14";"Q7___Alim_intuitive_15";"Q7___Alim_intuitive_16";"Q7___Alim_intuitive_17";"Q7___Alim_intuitive_18";"Q7___Alim_intuitive_19";"Q7___Alim_intuitive_20";"Q7___Alim_intuitive_21";"Q7___Alim_intuitive_22";"Q7___Alim_intuitive_23";"Q9___Alim__motionnel";"Q10___Alim__motionne";"Q11___Alim__motionne";"Q12___Estime_corpore_1";"Q12___Estime_corpore_2";"Q12___Estime_corpore_3";"Q12___Estime_corpore_4";"Q12___Estime_corpore_5";"Q12___Estime_corpore_6";"Q12___Estime_corpore_7";"Q12___Estime_corpore_8";"Q12___Estime_corpore_9";"Q12___Estime_corpore_10";"Q12___Estime_corpore_11";"Q12___Estime_corpore_12";"Q12___Estime_corpore_13";"Q12___Estime_corpore_14";"Q12___Estime_corpore_15";"Q12___Estime_corpore_16";"Q12___Estime_corpore_17";"Q12___Estime_corpore_18";"Q12___Estime_corpore_19";"Q12___Estime_corpore_20";"Q12___Estime_corpore_21";"Q12___Estime_corpore_22";"Q12___Estime_corpore_23";"Q13___Internalisatio_1";"Q13___Internalisatio_2";"Q13___Internalisatio_3";"Q13___Internalisatio_4";"Q13___Internalisatio_5";"Q13___Internalisatio_6";"Q13___Internalisatio_7";"Q13___Internalisatio_8";"Q13___Internalisatio_9";"Q14___QSREIC_1";"Q14___QSREIC_2";"Q14___QSREIC_3";"Q14___QSREIC_4";"Q14___QSREIC_5";"Q14___QSREIC_6";"Q14___QSREIC_7";"Q14___QSREIC_8";"Q14___QSREIC_9";"Q14___QSREIC_10";"Q14___QSREIC_11";"Q14___QSREIC_12";"Q14___QSREIC_13";"Q14___QSREIC_14";"Q14___QSREIC_15";"Q14___QSREIC_16";"Q14___QSREIC_17";"Q14___QSREIC_18";"Q14___QSREIC_19";"Q14___QSREIC_20";"Q14___QSREIC_21";"Q14___QSREIC_22";"Q14___QSREIC_23";"Q14___QSREIC_24";"Q14___QSREIC_25";"Q14___QSREIC_26";"Q14___QSREIC_27"
"235";615;1;2021-12-13 06:31:03;"R_3e2ggt2EoVYXnZr";1;5;3;3;1;5;1;2;5;2;1;5;2;3;5;1;4;2;3;5;5;3;5;5;5;5;1;5;5;2;2;2;3;5;5;3;3;3;5;2;5;1;1;1;4;4;4;3;4;4;3;4;3;4;2;4;3;4;4;4;2;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;1;2;1;2;4;4;2;4;2;2;2;2;2;1;1;2;2;3;2;4;4;4;2;3;4;4;2
"236";1345;1;2021-12-13 06:51:01;"R_2fycJCRuuRRzdVl";2;4;3;2;3;2;1;3;2;1;1;4;2;2;4;4;1;1;5;2;4;4;2;2;2;2;1;1;1;5;5;5;5;2;1;4;4;4;3;3;3;3;3;3;3;4;2;4;1;2;3;2;2;2;1;4;2;4;4;2;3;3;2;4;2;2;4;3;3;2;3;3;3;3;3;3;2;2;2;3;2;3;2;4;2;2;1;2;1;1;1;1;2;3;1;1;1;2;3;1;2;4;1
"237";1031;1;2021-12-13 07:03:15;"R_3JLB7V4KpSBKMwB";2;2;2;2;3;2;4;4;2;2;2;2;2;2;3;4;1;1;2;4;4;3;4;2;2;2;2;4;4;2;2;2;4;4;4;3;4;4;2;2;2;2;2;2;3;2;3;4;1;3;3;2;4;2;3;3;3;3;3;2;2;4;3;3;4;3;2;3;3;2;2;2;3;2;2;2;2;1;2;2;4;1;4;3;4;2;2;2;1;3;2;2;2;3;2;2;5;4;2;5;5;5;4
"238";955;1;2021-12-13 07:20:33;"R_2t5N5ueDDseSvlV";2;1;2;5;3;4;1;2;4;2;2;3;1;5;3;2;3;1;5;4;2;5;4;1;1;1;5;4;4;2;2;2;4;1;1;5;5;4;1;1;1;2;2;2;2;2;1;5;1;1;5;2;3;1;2;2;4;2;2;3;3;3;4;1;4;1;2;2;2;4;3;3;4;2;4;3;2;1;1;4;3;5;2;1;2;1;1;1;3;2;5;1;2;2;2;3;1;3;5;1;1;2;4
"239";668;1;2021-12-13 08:00:48;"R_22VLO0kbNfjvUwk";2;3;3;3;2;4;2;4;1;2;4;4;2;3;3;2;1;2;2;1;4;4;1;2;2;4;2;1;1;4;4;5;4;4;1;3;2;1;2;2;2;4;4;4;1;3;2;4;2;2;5;2;5;2;3;4;4;2;2;3;3;5;4;2;4;2;1;2;2;2;2;2;2;2;2;2;4;2;2;2;1;4;2;3;1;1;1;3;2;2;1;1;5;2;1;3;2;4;5;2;4;5;5
"240";1068;1;2021-12-13 09:04:46;"R_WlEfEBT1rQYxFKN";4;2;2;4;4;2;2;2;4;2;2;2;2;4;2;2;3;2;1;3;4;4;3;2;2;2;1;2;3;4;3;3;3;4;5;2;2;2;2;2;1;3;2;4;2;3;2;4;2;3;3;2;3;2;3;3;4;3;2;2;3;4;4;1;4;2;2;3;4;2;4;4;3;2;3;2;3;2;2;1;4;5;5;4;3;2;2;2;2;2;4;1;1;2;2;5;4;2;4;2;2;1;5
"241";938;1;2021-12-13 09:56:33;"R_3dXv8CbsXNjZqj3";4;4;3;2;3;4;2;4;2;2;2;3;2;2;3;3;2;2;4;4;4;3;3;3;3;4;2;3;2;4;2;3;4;4;4;4;4;4;4;4;4;3;3;2;3;3;3;4;2;3;3;2;4;2;4;3;3;4;3;3;2;3;3;3;4;4;3;5;4;5;4;5;4;5;4;3;3;2;2;1;3;4;2;4;1;3;2;4;2;2;2;3;2;4;2;2;3;2;2;3;3;2;1
"242";822;1;2021-12-13 11:52:56;"R_1Iag28WRsFPKc7J";2;2;2;2;2;3;2;2;1;1;2;3;2;2;3;2;1;2;4;1;4;1;1;4;4;4;2;1;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;3;4;2;4;3;3;1;4;1;4;4;4;1;2;2;1;1;4;4;2;2;2;2;2;2;2;2;2;1;2;2;1;1;3;3;4;3;4;3;2;1;1;1;4;3;4;1;2;2;1;1;1;1;1;1
"243";1058;1;2021-12-13 12:29:37;"R_b33LL2WbchGKmY1";4;4;4;4;2;3;2;3;2;2;3;2;3;2;1;3;2;2;4;5;4;4;5;1;1;1;3;5;5;4;4;4;2;4;3;2;4;4;1;1;1;1;1;1;3;3;1;5;4;2;4;1;3;1;3;3;4;3;2;1;4;4;5;2;4;2;2;5;5;4;1;4;4;4;1;1;2;2;1;5;1;4;4;4;2;2;1;2;2;4;4;1;2;2;3;4;3;2;3;2;2;2;3
"244";1101;1;2021-12-13 13:42:04;"R_2v80b6xpqp8oM0W";4;3;5;2;2;2;2;2;1;1;2;2;2;2;2;3;1;1;3;5;5;4;4;2;2;3;1;5;5;2;2;1;2;5;5;1;1;1;3;4;3;1;1;2;1;3;1;4;3;1;5;1;3;1;3;3;5;3;3;1;4;4;5;3;4;2;1;4;2;1;2;1;1;1;1;1;2;3;2;5;5;5;4;5;3;5;4;2;2;1;2;1;1;2;1;2;4;3;5;5;4;2;5
"245";476;1;2021-12-13 13:54:01;"R_3s4RZ7HHUIva7wu";3;3;3;5;5;4;1;2;2;2;3;3;4;4;4;2;4;4;5;5;5;5;5;1;1;1;4;4;4;2;1;1;2;5;1;4;4;4;2;3;2;2;2;2;3;2;2;4;4;2;5;2;5;2;4;2;5;2;2;2;2;4;4;2;4;2;2;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;4;3;4;2;2;2;4;2;2;2;2;1;4;4;4;4;4;3;3;5;4
"246";708;1;2021-12-13 15:01:56;"R_3G1cQJo7nL1dS6J";1;2;2;3;2;4;1;2;5;1;1;1;2;4;1;1;5;1;1;5;5;4;5;1;1;1;1;5;5;2;2;2;2;4;5;1;2;2;1;1;1;1;1;1;1;2;1;5;1;1;5;1;5;1;5;2;5;1;1;1;5;5;5;1;3;1;1;3;3;2;2;4;2;2;2;1;5;1;1;4;5;4;3;2;2;1;1;1;5;4;5;1;5;2;2;3;1;2;4;2;1;3;5
"247";1427;1;2021-12-13 15:10:08;"R_3RgtwWOmXMBdKQu";2;3;4;4;3;4;3;4;2;2;3;4;3;4;3;4;2;2;4;2;4;2;1;4;2;4;4;2;2;5;5;5;4;2;2;5;4;4;4;4;4;3;2;3;3;4;4;4;4;3;4;5;5;5;3;5;2;5;4;5;1;1;1;4;5;5;3;4;4;4;4;4;4;3;4;2;2;3;4;1;5;5;5;4;4;2;4;5;1;2;3;4;4;4;3;4;4;4;4;5;3;3;4
"248";1199;1;2021-12-13 15:46:34;"R_eXqlxXdeY2DQURH";4;2;3;4;4;2;4;4;2;2;2;2;4;2;4;4;1;1;4;4;4;3;4;2;2;3;1;4;4;4;2;2;4;4;5;5;4;4;3;2;2;2;3;2;4;4;3;3;1;4;3;4;3;4;2;4;2;4;4;4;2;3;1;1;4;4;4;4;4;4;4;4;4;4;4;2;2;3;4;1;3;4;3;4;2;2;2;2;1;2;2;2;1;4;1;4;3;2;4;4;3;2;1
"249";857;1;2021-12-13 15:53:32;"R_3LbxFxCYrNVJ0OO";5;2;5;2;5;2;2;5;1;1;4;5;4;2;4;4;1;1;5;2;5;2;1;4;4;4;2;2;1;5;3;4;4;4;4;4;4;4;4;3;4;4;4;3;2;3;2;4;1;3;4;3;4;2;4;3;4;4;3;3;4;3;3;2;4;3;3;4;3;2;3;4;4;1;4;3;2;4;3;1;4;3;4;5;2;3;2;4;2;1;3;2;2;4;1;1;5;3;4;3;4;4;3
"250";914;1;2021-12-13 16:01:54;"R_2xRaT0iqhOiaM0r";4;3;5;2;5;2;4;3;1;1;3;2;4;2;5;5;2;1;4;2;2;1;2;3;4;3;2;1;1;4;4;4;4;4;3;5;5;5;4;4;4;4;3;3;4;4;3;3;1;3;2;2;2;2;3;4;3;4;3;3;1;2;2;3;3;3;3;4;4;2;4;4;4;2;4;4;1;2;3;2;3;3;4;5;2;3;4;2;2;1;3;3;1;2;2;1;2;2;2;4;2;1;3
"251";990;1;2021-12-13 16:02:35;"R_3mb26Qj9ZIKqHBZ";4;4;2;2;4;4;2;3;3;1;2;4;2;1;4;3;4;1;2;4;4;4;4;2;2;2;2;4;4;2;2;2;3;4;4;2;3;2;4;2;2;2;2;2;2;3;2;4;1;2;4;2;3;2;1;4;3;3;2;3;2;4;4;3;4;2;3;2;2;2;2;2;3;2;2;2;2;3;3;2;3;4;4;4;3;2;3;4;2;2;3;2;2;3;1;1;3;2;3;2;3;2;2
"252";587;1;2021-12-13 16:10:28;"R_Rwpm4jdT1e27b5D";2;3;2;5;2;5;3;2;3;1;2;2;2;4;2;2;2;1;4;5;4;4;4;1;2;2;2;4;4;2;2;2;3;4;4;2;2;2;2;2;2;2;2;2;3;3;2;4;2;2;3;2;3;1;3;3;4;3;2;1;4;4;4;1;4;2;3;4;3;2;2;2;4;2;4;3;2;2;1;2;3;4;2;2;1;1;1;2;2;2;2;1;3;2;2;2;1;2;4;1;1;1;2
"253";939;1;2021-12-13 16:13:38;"R_3CJKD7nXVIicx2u";3;5;3;2;4;3;2;4;2;2;2;4;2;2;4;2;1;2;4;5;4;4;4;3;3;4;2;4;4;3;3;3;2;4;4;4;3;3;2;4;4;2;2;2;2;3;1;4;1;2;4;1;3;1;2;2;4;3;1;1;3;3;4;1;4;1;3;3;2;2;2;3;2;2;2;2;2;4;2;3;1;5;3;2;2;4;2;1;2;3;2;1;3;4;1;1;3;2;5;4;2;1;1
"254";932;1;2021-12-13 17:00:45;"R_0GsgIFBoXqvnmGR";2;4;4;5;2;5;2;3;3;1;2;3;2;4;2;3;2;1;2;5;5;1;5;4;2;2;1;5;5;2;1;1;3;5;4;3;3;4;4;1;2;1;1;1;3;3;3;3;1;3;2;3;3;2;1;3;3;2;3;1;3;1;2;1;3;3;2;2;1;1;1;1;1;1;1;1;2;2;3;2;1;3;2;2;2;4;1;4;2;5;4;2;2;4;1;4;2;2;4;2;2;1;3
"255";1466;1;2021-12-13 17:39:20;"R_Y34aSUyBz65dxv3";4;2;5;2;2;1;4;5;1;2;4;5;4;2;5;4;1;2;4;4;3;4;4;2;2;2;2;2;4;3;3;3;5;4;4;5;5;4;2;2;2;2;1;2;3;4;3;4;1;3;2;2;3;2;1;3;3;4;3;1;3;5;3;3;3;2;3;2;1;1;1;1;1;1;1;1;2;1;4;4;2;3;5;5;1;3;2;2;2;1;2;2;2;3;1;1;4;2;2;4;3;1;2
"256";680;1;2021-12-13 17:52:13;"R_cMxVKHoTwSilCeZ";2;1;3;4;2;1;3;4;3;2;2;4;2;4;4;2;3;2;2;5;4;4;5;2;2;4;2;5;5;2;1;1;2;4;4;2;2;2;2;4;4;1;1;1;3;2;1;5;3;1;5;1;5;1;3;2;5;2;1;1;5;5;5;1;5;1;1;1;1;1;1;1;1;1;1;1;4;1;1;5;2;5;4;3;2;2;1;2;4;4;2;1;2;2;1;4;4;1;5;2;1;4;5
"257";810;1;2021-12-13 18:09:15;"R_2yjEyT64X933Vfq";2;3;3;4;3;4;2;3;1;1;2;4;3;3;4;4;2;1;4;4;4;2;4;4;4;2;2;3;4;4;2;2;4;4;4;4;4;4;4;3;2;2;2;2;3;4;4;4;1;4;3;2;4;2;3;4;3;3;3;2;1;1;1;1;4;4;3;3;2;2;2;3;2;3;2;2;2;2;2;1;2;4;4;4;3;3;2;3;1;1;1;2;1;2;1;1;3;2;2;3;2;4;2
"258";724;1;2021-12-13 18:23:24;"R_2fqU70AHqfuXMxU";2;4;1;4;2;4;1;2;4;3;1;3;1;4;2;2;4;3;5;3;2;4;3;2;2;2;4;2;3;3;4;3;3;2;1;4;5;5;3;2;2;2;3;3;3;4;3;5;2;3;4;3;3;3;3;3;4;3;3;2;2;3;3;1;5;3;3;4;3;2;3;3;4;2;4;3;2;4;2;4;4;4;3;4;3;1;1;3;1;2;2;2;3;2;3;1;2;3;4;2;1;2;3
"259";727;1;2021-12-13 18:25:52;"R_1hQityifgBYPGO8";1;4;2;4;2;5;2;2;3;2;2;3;2;4;5;2;2;2;4;5;4;4;4;2;2;2;2;3;4;3;2;2;2;4;2;2;2;3;2;3;2;1;1;2;2;3;2;5;2;3;3;1;3;1;1;3;4;3;3;2;2;4;4;1;4;2;2;4;4;2;2;3;4;2;4;4;3;2;1;3;4;5;2;1;3;2;1;2;2;2;1;2;2;2;2;1;5;4;3;4;1;2;2
"260";865;1;2021-12-13 18:31:25;"R_0wSksLHdfBSpPyN";4;4;4;5;4;5;2;3;4;2;2;5;2;4;4;3;1;2;4;4;2;4;2;2;2;2;4;4;4;3;4;2;4;2;2;3;4;4;3;2;2;2;3;3;2;4;2;4;3;2;4;1;3;1;2;4;4;3;2;2;4;4;5;3;4;3;3;4;2;4;2;2;4;2;4;3;2;2;2;2;3;5;4;4;2;3;2;3;3;3;3;2;2;3;2;2;3;2;4;3;2;4;4
"261";551;1;2021-12-13 19:00:27;"R_1QLslfa6giERkPL";3;2;2;5;4;3;1;3;3;2;1;3;4;3;2;1;3;3;3;5;5;4;5;2;2;2;4;5;5;1;1;1;3;5;3;5;4;4;3;3;3;1;2;1;3;3;2;5;4;3;5;1;4;1;4;3;4;3;2;4;3;5;4;2;4;2;2;5;5;5;5;5;5;5;5;5;5;2;1;5;5;4;2;1;2;1;1;2;2;5;1;1;3;2;4;2;4;4;5;3;5;4;2
"262";959;1;2021-12-13 19:20:12;"R_3qmoyfHJ7OE47ic";3;4;2;3;2;4;2;2;4;2;2;2;2;2;2;2;4;2;4;4;4;2;2;4;2;4;2;2;2;4;4;4;4;4;5;4;4;4;3;4;4;3;3;4;3;4;3;3;1;3;3;2;4;2;3;4;3;3;3;4;2;2;3;2;3;3;2;2;3;4;4;4;3;4;4;4;2;2;2;3;3;4;4;3;2;2;1;4;2;2;2;2;1;3;1;2;1;2;3;1;2;2;2
"263";637;1;2021-12-13 20:26:52;"R_2VedVRBDqi7Rszo";2;2;5;4;3;4;2;2;2;1;1;4;3;2;2;4;1;1;3;3;5;3;2;3;3;2;1;1;2;4;4;4;4;5;5;4;4;3;4;3;4;2;2;3;3;4;3;3;4;3;3;4;3;3;1;4;3;4;4;3;2;4;1;3;3;3;3;3;3;4;3;3;3;1;2;2;2;1;2;3;3;3;3;5;3;4;3;2;3;2;3;2;3;4;1;2;4;2;2;3;3;1;1
"264";1004;1;2021-12-13 20:53:06;"R_2QYTxR4C2SnL9q7";4;4;2;4;3;4;2;2;3;1;2;2;3;4;2;2;3;1;4;5;2;5;4;2;2;2;5;4;5;2;3;2;2;4;1;5;4;4;2;2;2;1;1;3;3;4;2;5;1;3;4;3;3;2;1;5;4;3;3;2;4;5;4;1;5;2;2;1;1;1;1;1;1;1;1;1;4;2;1;1;4;5;4;5;5;2;1;3;3;1;2;2;4;4;1;3;5;3;5;2;2;5;4
"265";1500;1;2021-12-13 20:55:29;"R_2cqs8L9PVJhQleN";2;3;2;2;3;3;2;2;1;2;2;2;3;3;2;2;1;3;4;5;5;4;4;2;2;2;4;4;5;1;2;2;2;4;4;4;3;2;4;2;2;1;1;1;2;3;2;3;1;3;2;2;3;2;2;3;3;3;3;2;3;4;2;2;2;3;2;2;1;1;1;1;1;1;1;2;3;3;2;1;2;3;2;3;2;1;2;2;2;2;4;2;2;2;1;1;3;2;2;2;1;1;1
"266";914;1;2021-12-13 23:16:38;"R_1DLRcrbnGyLn3On";3;4;4;5;4;5;2;2;3;2;2;3;3;4;4;3;3;2;4;4;4;4;5;4;2;2;4;4;4;2;2;2;5;5;4;2;2;2;4;4;4;1;2;2;2;3;2;4;4;2;5;3;5;3;5;3;5;3;3;3;5;5;5;2;5;2;1;4;4;2;3;4;2;1;1;2;2;2;2;4;5;4;4;1;3;2;2;2;5;4;4;1;4;2;2;5;4;2;5;2;3;2;4
"267";786;1;2021-12-14 04:47:33;"R_2OW43ATa3gSOYTr";4;2;5;2;5;2;3;3;1;2;2;4;2;2;5;2;1;2;4;5;4;3;4;2;2;2;1;4;4;3;3;3;3;5;3;4;4;4;3;3;3;2;2;3;1;3;1;5;1;2;4;1;3;1;2;3;4;3;3;1;2;5;4;3;4;3;3;3;3;1;3;3;3;3;2;2;1;3;4;2;4;5;3;4;2;2;2;2;3;3;2;2;2;3;1;2;3;1;5;4;1;1;3
"268";891;1;2021-12-14 05:09:28;"R_3Krr0yyOTXtW2uw";4;1;5;4;4;4;2;4;1;1;2;1;2;1;5;5;1;1;4;5;5;5;5;2;2;2;5;5;5;2;2;2;3;2;2;4;4;4;1;2;1;1;1;1;1;4;3;5;5;2;3;1;5;1;3;4;4;3;2;2;2;5;5;1;4;3;2;2;2;1;4;4;4;3;4;3;3;5;3;1;3;4;1;4;3;2;2;2;3;2;2;3;1;5;2;2;4;1;5;2;1;4;3
"269";829;1;2021-12-14 05:17:22;"R_3qHHtBVNvcgoHZM";3;2;2;1;3;4;2;2;2;2;2;3;3;2;3;3;1;2;4;1;4;1;2;4;3;4;3;1;1;4;4;4;4;4;4;4;4;3;4;4;3;3;3;4;3;3;3;3;1;3;3;3;3;3;2;3;2;3;3;3;2;2;2;1;2;3;3;2;1;1;2;2;1;1;2;1;2;3;3;2;2;3;2;3;1;4;3;3;1;2;2;3;1;4;1;1;4;1;2;4;2;1;1
"270";903;1;2021-12-14 05:35:01;"R_32WIzRfkLtyW1Tu";3;4;4;5;3;5;3;3;2;2;3;4;4;4;4;4;2;2;2;1;4;2;2;2;2;2;1;2;2;5;4;5;4;4;4;4;4;4;2;4;4;4;4;4;4;4;3;4;2;2;4;3;4;3;4;4;4;4;3;3;2;2;3;1;4;3;3;4;4;4;4;4;4;4;4;2;3;4;2;2;4;2;3;5;3;2;4;4;1;4;2;2;4;3;3;1;4;4;3;3;4;4;1
"271";866;1;2021-12-14 05:43:06;"R_Y5hm4yb8zHf0Dzb";3;3;3;2;4;4;3;4;2;2;4;4;2;2;3;2;2;1;4;4;4;3;3;2;3;2;2;4;4;2;3;3;4;4;4;4;4;4;3;4;3;2;2;3;2;2;2;4;1;2;3;2;4;2;1;3;3;3;3;2;2;3;4;3;3;2;3;3;2;2;2;3;3;2;2;2;1;3;2;3;3;3;3;3;2;3;3;2;1;2;2;2;1;4;1;1;3;1;3;4;2;1;2
"272";892;1;2021-12-14 05:47:03;"R_XiVXzP44K2N05gJ";3;3;4;2;3;5;2;2;2;2;2;3;2;2;2;3;2;2;4;4;2;4;4;2;2;2;4;4;5;2;2;2;4;2;2;3;4;4;2;2;2;2;3;1;1;3;2;4;2;2;3;2;4;2;3;3;3;3;3;2;3;3;3;2;3;2;2;4;4;4;4;4;4;3;4;4;2;3;2;2;4;3;2;2;3;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;3;2;2
"273";709;1;2021-12-14 06:19:24;"R_ylRGs59MD7lUGKR";3;1;2;5;2;4;2;1;2;1;1;2;2;4;1;2;2;1;5;5;5;4;5;3;3;2;4;4;5;4;2;2;3;4;4;4;2;2;2;2;2;1;1;1;1;3;1;5;1;1;4;1;5;1;4;2;5;2;2;1;4;5;4;1;5;1;1;4;2;1;2;3;2;1;2;3;5;1;2;1;5;5;2;4;2;2;1;2;3;4;4;1;4;4;3;4;3;4;5;2;1;4;4
"274";728;1;2021-12-14 06:45:22;"R_1pAPG8ifGV1rvfX";3;3;4;2;4;3;2;4;2;1;2;4;2;2;5;4;2;1;4;4;4;4;4;4;4;2;4;4;4;4;3;3;4;3;2;4;4;3;2;2;2;2;2;2;3;4;4;4;3;4;3;3;3;3;2;5;2;4;4;4;1;3;3;3;4;4;4;4;4;4;4;4;4;3;4;4;1;4;4;1;4;4;2;5;4;2;2;5;2;1;2;2;1;2;3;2;5;2;3;3;4;3;1
"275";2073;1;2021-12-14 07:53:53;"R_8j4AmTGglqdLQpX";4;4;5;2;4;4;2;4;1;2;3;5;3;4;5;5;2;2;2;4;5;3;2;3;1;4;1;4;5;2;5;4;4;4;2;4;4;4;3;4;4;1;1;3;3;3;2;5;3;2;5;1;4;1;4;3;5;3;2;1;4;5;5;3;5;1;1;4;4;4;4;4;4;4;4;4;4;4;2;3;4;5;2;2;5;2;2;1;5;4;3;1;5;3;4;4;5;5;5;2;1;1;5
"276";660;1;2021-12-14 08:23:36;"R_2e5qxqB7K2RnTUg";3;3;5;2;3;2;3;5;1;1;2;2;5;1;4;3;1;1;2;3;5;3;3;1;4;1;1;2;3;1;4;4;5;5;5;2;3;4;3;2;3;2;2;3;4;4;2;3;1;2;3;1;2;1;1;4;3;4;4;2;2;5;4;4;3;3;3;5;5;5;5;5;5;5;5;2;4;2;1;2;5;5;1;4;3;2;2;5;3;2;2;2;1;5;5;4;5;4;4;2;4;2;2
"277";834;1;2021-12-14 08:26:20;"R_3DuKOuF7Yg3GBvR";3;2;4;2;2;2;3;3;1;2;3;3;3;2;3;3;1;1;4;2;3;2;2;2;4;4;4;2;1;1;1;1;5;3;2;4;5;5;3;3;3;3;3;3;3;3;4;3;2;4;2;5;3;4;2;4;2;3;4;4;1;1;1;3;3;4;4;2;1;1;2;1;1;1;1;1;1;4;4;1;2;4;4;4;2;5;4;1;1;1;2;4;4;3;1;1;4;1;1;4;4;1;1
"278";1052;1;2021-12-14 08:40:52;"R_2fecTjjFcCbJ5Vr";3;3;3;3;3;3;2;2;2;2;2;3;3;1;3;3;1;2;4;2;4;2;2;4;4;4;3;3;2;4;3;3;4;4;4;2;4;2;4;4;3;3;3;3;4;4;3;2;1;4;1;4;2;4;1;4;1;4;4;4;1;2;2;1;2;4;4;2;4;2;4;2;4;2;4;2;1;3;3;1;2;3;3;2;2;4;3;3;1;1;2;5;2;5;1;2;3;2;1;4;2;2;2
"279";848;1;2021-12-14 10:25:51;"R_3Rqlkm5E7wYDeNr";3;4;4;3;4;3;2;4;3;2;2;4;3;2;4;4;1;2;4;1;5;1;1;4;4;4;1;1;1;5;5;5;5;5;5;4;5;4;5;5;5;4;4;4;4;4;4;2;1;4;2;4;2;4;1;4;1;5;4;4;1;1;1;1;1;4;4;1;1;1;1;1;1;1;1;1;2;2;1;1;1;3;1;5;2;2;1;2;1;1;5;5;3;1;1;1;4;1;2;2;1;1;1
"280";698;1;2021-12-14 11:24:28;"R_2uUqgGCXifU6bv0";2;4;3;2;4;4;5;4;2;4;2;3;3;1;4;4;3;3;4;5;4;5;4;3;4;3;2;2;4;4;3;3;4;4;5;4;4;4;4;3;4;2;2;3;4;5;2;5;3;4;2;2;4;3;1;4;2;5;5;2;3;3;3;4;4;4;4;5;4;4;4;4;4;3;3;3;4;4;4;2;3;4;4;5;1;5;4;4;2;2;2;3;5;5;4;1;5;4;3;3;1;1;1
"281";1048;1;2021-12-14 11:43:12;"R_1mKwCkJlu7JOHUn";2;2;3;4;2;4;2;2;3;2;3;3;3;3;3;3;3;2;3;2;4;2;3;1;2;2;3;2;2;4;4;4;4;4;4;4;3;3;1;1;2;4;4;3;3;3;3;4;3;3;2;3;3;3;1;2;2;3;3;4;2;3;2;3;3;3;4;2;1;1;2;2;2;1;1;1;2;2;1;3;3;4;2;2;2;3;2;1;2;1;2;2;2;3;2;2;4;3;2;3;2;3;1
"282";769;1;2021-12-14 14:47:50;"R_2zJbSzggOUDK0Sv";2;5;4;5;2;5;1;3;3;2;1;5;2;4;5;1;3;1;4;4;4;4;4;4;4;4;4;4;3;4;3;2;4;2;4;2;2;2;4;4;4;3;2;1;2;4;2;5;2;2;5;1;4;1;4;3;4;3;2;2;3;4;4;1;4;2;2;4;4;1;4;4;2;1;1;2;1;1;1;3;5;5;2;4;2;3;2;1;4;5;1;1;1;3;4;2;2;5;5;3;5;4;4
"283";571;1;2021-12-14 15:33:56;"R_6KzSIEwlGy5bsOJ";4;2;5;4;5;3;4;5;2;1;4;5;4;3;4;5;2;1;3;4;4;3;2;4;4;4;1;3;4;4;5;5;5;4;4;4;4;4;4;4;4;2;2;4;2;4;3;4;1;2;3;3;4;2;1;4;2;4;4;4;2;3;3;4;3;4;2;4;4;2;2;4;3;2;2;3;4;3;4;1;2;4;4;5;2;4;4;5;2;2;2;2;2;4;1;1;4;1;3;3;3;1;2
"284";798;1;2021-12-14 15:43:42;"R_3GkOUpmXQIz6tpg";2;4;2;3;3;4;2;1;3;2;2;3;2;2;3;4;2;1;4;4;4;3;4;3;1;3;4;2;4;4;2;2;4;4;3;4;4;3;3;4;3;2;2;2;3;4;2;4;1;3;3;2;4;2;3;4;3;3;3;3;3;4;3;3;4;2;2;4;5;4;5;4;3;4;4;3;2;2;2;1;3;5;3;4;2;2;1;3;3;2;2;2;1;3;4;2;2;1;4;3;2;4;1
