"";"Duration__in_seconds_";"Finished";"RecordedDate";"ResponseId";"Q6___R_gulation_cogn_1";"Q6___R_gulation_cogn_2";"Q6___R_gulation_cogn_3";"Q6___R_gulation_cogn_4";"Q6___R_gulation_cogn_5";"Q6___R_gulation_cogn_6";"Q6___R_gulation_cogn_7";"Q6___R_gulation_cogn_8";"Q6___R_gulation_cogn_9";"Q6___R_gulation_cogn_10";"Q6___R_gulation_cogn_11";"Q6___R_gulation_cogn_12";"Q6___R_gulation_cogn_13";"Q6___R_gulation_cogn_14";"Q6___R_gulation_cogn_15";"Q6___R_gulation_cogn_16";"Q6___R_gulation_cogn_17";"Q6___R_gulation_cogn_18";"Q7___Alim_intuitive_1";"Q7___Alim_intuitive_2";"Q7___Alim_intuitive_3";"Q7___Alim_intuitive_4";"Q7___Alim_intuitive_5";"Q7___Alim_intuitive_6";"Q7___Alim_intuitive_7";"Q7___Alim_intuitive_8";"Q7___Alim_intuitive_9";"Q7___Alim_intuitive_10";"Q7___Alim_intuitive_11";"Q7___Alim_intuitive_12";"Q7___Alim_intuitive_13";"Q7___Alim_intuitive_14";"Q7___Alim_intuitive_15";"Q7___Alim_intuitive_16";"Q7___Alim_intuitive_17";"Q7___Alim_intuitive_18";"Q7___Alim_intuitive_19";"Q7___Alim_intuitive_20";"Q7___Alim_intuitive_21";"Q7___Alim_intuitive_22";"Q7___Alim_intuitive_23";"Q9___Alim__motionnel";"Q10___Alim__motionne";"Q11___Alim__motionne";"Q12___Estime_corpore_1";"Q12___Estime_corpore_2";"Q12___Estime_corpore_3";"Q12___Estime_corpore_4";"Q12___Estime_corpore_5";"Q12___Estime_corpore_6";"Q12___Estime_corpore_7";"Q12___Estime_corpore_8";"Q12___Estime_corpore_9";"Q12___Estime_corpore_10";"Q12___Estime_corpore_11";"Q12___Estime_corpore_12";"Q12___Estime_corpore_13";"Q12___Estime_corpore_14";"Q12___Estime_corpore_15";"Q12___Estime_corpore_16";"Q12___Estime_corpore_17";"Q12___Estime_corpore_18";"Q12___Estime_corpore_19";"Q12___Estime_corpore_20";"Q12___Estime_corpore_21";"Q12___Estime_corpore_22";"Q12___Estime_corpore_23";"Q13___Internalisatio_1";"Q13___Internalisatio_2";"Q13___Internalisatio_3";"Q13___Internalisatio_4";"Q13___Internalisatio_5";"Q13___Internalisatio_6";"Q13___Internalisatio_7";"Q13___Internalisatio_8";"Q13___Internalisatio_9";"Q14___QSREIC_1";"Q14___QSREIC_2";"Q14___QSREIC_3";"Q14___QSREIC_4";"Q14___QSREIC_5";"Q14___QSREIC_6";"Q14___QSREIC_7";"Q14___QSREIC_8";"Q14___QSREIC_9";"Q14___QSREIC_10";"Q14___QSREIC_11";"Q14___QSREIC_12";"Q14___QSREIC_13";"Q14___QSREIC_14";"Q14___QSREIC_15";"Q14___QSREIC_16";"Q14___QSREIC_17";"Q14___QSREIC_18";"Q14___QSREIC_19";"Q14___QSREIC_20";"Q14___QSREIC_21";"Q14___QSREIC_22";"Q14___QSREIC_23";"Q14___QSREIC_24";"Q14___QSREIC_25";"Q14___QSREIC_26";"Q14___QSREIC_27"
"135";768;1;2021-12-10 18:06:11;"R_uyrwqLTkruwJzq1";2;1;2;4;2;2;1;2;2;1;2;1;2;4;2;4;3;1;4;5;5;4;5;2;2;2;2;5;5;1;4;1;2;4;5;4;4;2;2;2;2;1;1;1;3;4;2;4;2;3;4;2;4;1;4;5;4;2;2;3;3;5;4;2;3;2;2;4;4;4;4;4;4;4;4;4;3;2;2;2;4;4;2;4;2;2;1;2;3;4;5;1;2;4;3;4;1;1;5;1;1;2;5
"136";869;1;2021-12-10 18:08:15;"R_7NxbWrHsmspHEaJ";4;4;5;3;3;2;1;2;1;1;2;4;2;1;3;4;1;1;1;4;5;1;4;2;1;1;1;5;5;3;1;1;3;5;5;5;5;5;1;1;1;1;1;1;3;4;2;4;1;3;4;2;3;1;1;4;3;3;3;2;1;3;3;1;3;3;3;1;1;1;1;1;1;1;1;1;3;2;2;1;1;4;5;2;2;5;2;2;1;2;1;2;1;4;1;3;5;2;1;5;3;1;1
"137";814;1;2021-12-10 18:36:32;"R_ZJ0Du9LqYGk8HRL";2;3;2;2;2;4;2;2;2;1;2;2;3;4;2;2;2;1;2;4;4;4;4;1;1;1;2;4;4;2;2;2;2;4;4;4;4;2;1;1;1;1;1;1;1;2;1;4;2;1;4;1;4;1;1;2;5;2;2;1;4;5;4;2;4;2;2;3;2;3;3;3;2;2;2;2;4;2;2;4;1;2;3;2;3;2;3;2;5;3;3;1;2;3;3;3;3;3;3;2;3;3;5
"138";968;1;2021-12-10 18:38:28;"R_24MztbDkZTGrBwC";2;4;2;2;2;4;4;4;2;2;4;4;3;1;2;2;2;2;5;4;4;3;1;4;3;5;5;3;1;4;5;5;5;3;1;4;4;4;4;5;5;3;3;4;3;4;3;4;1;3;5;1;3;1;2;4;4;4;3;1;3;3;3;3;5;2;3;4;2;1;2;3;1;1;1;2;1;5;3;2;3;5;4;5;1;4;3;2;1;2;3;2;2;4;1;1;5;4;2;5;2;5;1
"139";1073;1;2021-12-10 19:45:51;"R_22nuAq9l67YkqtC";4;4;5;2;4;4;4;4;2;2;3;3;2;1;3;4;2;2;4;2;4;1;1;5;3;4;1;2;2;4;4;4;4;3;5;4;4;4;4;5;5;3;3;4;4;4;4;3;3;4;3;3;3;3;1;4;1;4;4;3;1;2;2;3;3;3;3;1;1;1;1;1;2;1;2;2;3;4;4;2;1;5;3;4;3;3;3;2;1;2;2;2;3;2;1;2;2;3;2;2;3;2;1
"140";699;1;2021-12-10 20:45:54;"R_3HuzuehgKqcOhjr";4;3;5;2;3;3;4;5;3;2;3;4;4;2;5;4;2;2;5;4;4;3;4;3;4;1;5;3;4;4;3;3;5;4;4;3;4;4;2;1;1;2;3;2;4;3;3;3;2;4;5;2;4;2;3;3;4;3;3;2;3;3;4;2;4;4;3;4;3;1;3;3;2;1;1;3;1;4;5;2;4;5;4;5;2;2;3;5;4;2;2;3;2;5;2;2;5;3;5;3;4;4;3
"141";397;1;2021-12-10 21:18:24;"R_3fYU2abkwTL12GZ";2;2;2;2;2;2;5;3;4;1;2;2;2;2;2;2;4;1;1;5;5;4;4;4;4;4;2;5;5;2;2;2;2;4;4;4;4;4;4;3;4;1;1;2;1;3;3;4;1;1;4;2;5;1;5;2;4;2;2;3;3;3;3;3;3;3;2;3;1;3;2;3;2;3;2;4;2;3;3;1;4;4;3;3;2;2;3;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;4
"142";536;1;2021-12-10 21:32:55;"R_ZEvbuzagoyGp1MR";4;4;4;4;4;2;3;5;1;1;3;4;4;3;4;4;1;1;2;5;4;4;4;2;2;2;2;5;5;2;2;2;3;4;4;2;2;2;3;2;2;1;1;1;2;3;3;4;1;2;4;2;3;2;3;2;4;3;2;2;3;5;4;1;4;2;3;4;4;2;5;5;2;2;2;4;3;3;4;3;4;5;2;4;3;3;2;4;2;2;3;1;2;3;3;4;3;3;5;3;2;4;1
"143";841;1;2021-12-10 22:07:32;"R_O0tSS0DBakHStah";2;2;4;5;4;5;2;5;2;2;4;2;4;3;5;4;2;2;4;5;4;4;1;4;1;4;4;2;4;4;4;4;3;2;2;5;2;2;2;2;2;2;3;4;2;3;2;4;3;3;3;2;3;1;1;3;3;4;3;2;3;5;4;4;3;2;2;4;4;4;4;4;4;4;4;4;4;2;2;3;5;4;4;4;3;2;2;2;3;2;3;2;3;4;4;2;3;2;5;2;2;4;3
"144";1006;1;2021-12-11 03:51:37;"R_1jfEIjPNcs7IKvT";2;5;5;3;4;4;2;3;1;2;2;3;2;2;4;2;2;2;3;3;5;1;4;4;2;4;5;4;3;3;2;2;4;4;4;2;4;3;4;4;4;2;3;2;3;4;3;2;3;3;4;5;5;4;3;3;3;3;3;4;2;2;2;3;4;3;3;2;4;3;4;3;4;3;4;2;2;2;2;2;5;2;2;2;2;1;2;2;2;2;2;2;2;1;2;3;2;3;2;2;3;2;4
"145";819;1;2021-12-11 05:07:26;"R_3FUqnyZV8CmAa2n";4;5;5;2;5;5;2;5;3;2;2;5;2;2;5;2;2;2;4;5;2;5;4;2;3;3;5;4;4;3;2;3;4;4;2;3;3;3;2;4;3;2;2;3;3;4;3;5;1;4;3;1;3;1;3;4;3;4;4;2;2;5;5;4;3;4;3;4;3;3;3;3;3;3;3;3;4;3;2;1;4;2;5;5;4;2;2;3;2;2;1;2;2;2;2;1;5;2;3;2;3;2;1
"146";900;1;2021-12-11 05:14:56;"R_8qVxlq9rsgx6bg5";4;5;3;5;3;3;2;4;1;1;4;3;3;4;4;3;1;1;3;4;5;3;3;1;2;1;2;3;2;4;2;3;5;5;1;5;2;3;1;4;2;3;2;2;2;4;3;5;4;3;3;2;3;2;1;3;2;4;4;2;1;1;2;2;2;3;3;3;2;1;3;3;2;2;3;2;1;2;2;1;2;3;3;5;1;5;5;5;2;1;1;2;1;3;1;1;1;1;2;1;1;2;1
"147";593;1;2021-12-11 05:48:46;"R_agxjsLM8BtvkrcJ";3;3;3;3;3;4;2;3;2;1;2;3;2;4;2;2;3;1;4;3;4;4;3;2;2;2;4;3;3;3;3;3;4;4;3;3;3;3;3;3;3;2;2;2;2;3;2;5;1;3;4;2;4;3;3;3;4;3;3;3;3;4;4;3;3;3;3;4;4;4;4;4;4;4;4;3;2;2;1;4;4;2;2;2;2;3;2;2;4;2;3;2;2;3;2;1;4;2;4;2;3;2;2
"148";741;1;2021-12-11 06:23:17;"R_stIiHUFChAqaxR7";2;4;4;3;4;4;3;4;3;2;3;4;3;2;3;4;2;2;4;4;4;4;4;4;4;2;4;4;4;2;2;3;2;4;2;4;4;4;2;2;2;1;1;1;2;3;2;5;1;3;4;2;4;2;4;3;3;4;3;4;2;3;3;3;4;4;3;4;4;4;4;4;4;4;4;4;2;3;2;2;3;4;3;5;3;2;4;3;3;3;3;2;4;4;3;2;3;3;4;2;3;2;1
"149";859;1;2021-12-11 06:26:12;"R_1MQglwApu8HkiCD";4;3;3;2;4;3;4;4;1;1;4;3;2;2;3;2;1;1;1;2;5;1;1;5;3;4;1;1;1;1;5;5;5;4;5;2;2;2;5;4;4;3;3;3;3;4;2;3;2;2;3;2;4;2;1;4;2;4;2;1;1;3;3;1;3;3;2;4;2;2;4;4;4;2;3;4;1;1;3;2;2;5;1;5;3;5;3;2;1;1;2;2;3;2;2;1;2;1;3;3;1;1;1
"150";511;1;2021-12-11 07:09:33;"R_PS2xm1LPELM14w9";4;4;4;2;3;3;2;2;1;1;2;3;3;2;2;4;1;2;2;3;4;2;3;4;4;2;1;3;1;4;2;3;3;5;5;3;2;2;4;2;2;3;2;2;3;3;3;3;1;3;4;2;5;2;3;3;3;4;3;2;1;3;3;1;3;3;2;4;4;1;4;4;1;1;1;2;2;1;1;2;2;2;2;4;4;3;1;4;1;1;1;2;2;3;2;1;4;2;2;3;2;2;1
"151";512;1;2021-12-11 07:12:10;"R_1f9G0lBKj2DdXMY";4;1;5;1;4;2;1;5;1;2;3;4;4;1;4;4;1;1;2;4;4;2;2;4;4;4;2;4;2;2;4;3;4;4;3;5;4;4;4;4;4;3;2;3;4;4;3;4;1;3;4;3;4;2;4;4;4;4;3;2;3;3;4;3;5;3;3;4;4;2;5;4;4;2;3;4;3;2;2;1;4;4;4;4;4;4;1;4;1;2;1;2;1;4;2;1;4;2;2;4;4;2;1
"152";835;1;2021-12-11 07:30:08;"R_RqM9ZpOvnKl9EOJ";1;3;2;3;3;2;2;2;2;1;2;2;2;2;3;3;2;1;4;4;4;5;3;1;1;1;2;3;2;2;2;2;2;4;3;4;4;4;2;2;1;3;3;2;1;3;1;5;5;1;5;1;5;1;5;3;5;2;1;1;4;5;5;1;5;1;1;5;4;5;5;5;5;5;5;4;3;2;1;4;4;2;1;3;2;1;2;2;4;3;5;1;2;2;5;5;2;1;5;1;1;2;4
"153";3061;1;2021-12-11 07:35:27;"R_a9v9d3iTVpLPvVL";2;4;4;4;3;5;2;2;4;1;1;5;2;5;3;2;2;1;4;4;4;4;5;1;1;1;4;5;2;2;2;2;4;4;2;4;4;4;1;1;1;3;1;1;4;3;2;5;3;3;4;2;4;1;3;4;3;4;4;2;3;4;4;3;5;2;2;4;4;2;4;4;2;2;4;3;2;3;3;3;5;5;4;2;3;2;1;2;3;2;1;2;4;2;4;3;3;3;5;2;2;2;2
"154";902;1;2021-12-11 08:10:02;"R_1NmDhku8Gr3gSdv";3;5;5;3;3;5;2;3;2;2;2;4;4;2;2;4;2;2;3;5;3;5;5;2;1;1;5;5;3;2;2;2;4;3;2;1;4;4;2;1;1;3;1;1;2;1;1;5;4;3;2;1;3;1;1;2;3;3;2;1;3;3;4;1;3;2;1;3;3;1;3;3;1;1;2;3;5;2;1;2;4;5;3;2;1;2;1;3;4;3;1;2;1;3;3;2;3;2;5;4;1;1;1
"155";1512;1;2021-12-11 08:34:26;"R_DNOTIFuCyvXsuHv";3;4;5;2;5;2;4;3;1;2;3;4;5;2;5;5;2;1;2;5;4;2;4;4;2;4;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;2;3;4;2;3;2;4;1;3;5;2;3;1;1;3;4;3;3;2;3;2;3;1;4;2;2;2;2;2;3;2;2;1;2;2;2;4;3;1;4;5;2;3;4;2;2;4;2;1;2;2;1;2;1;3;3;2;3;2;5;1;2
"156";583;1;2021-12-11 09:04:00;"R_2cnk5xPbQBsA6fL";2;3;2;2;2;2;2;3;2;1;2;4;2;3;3;3;2;1;2;2;5;2;2;5;3;4;2;2;2;4;4;4;4;4;4;3;3;3;4;4;4;3;3;3;2;4;3;4;2;3;5;3;5;3;4;3;4;3;3;3;4;2;2;3;4;3;2;4;4;2;4;4;2;2;2;4;3;3;2;4;5;4;3;4;2;2;2;3;3;2;2;1;2;3;3;2;3;2;4;3;3;2;1
"157";790;1;2021-12-11 09:48:52;"R_2aDoCONelMl4tN1";2;2;5;3;2;2;1;4;2;2;2;3;2;1;4;3;2;1;2;4;4;4;5;2;2;2;2;4;4;4;2;2;3;4;4;3;4;4;2;2;2;2;2;2;2;3;2;5;4;2;4;1;3;1;4;3;4;3;3;1;3;5;4;1;4;2;3;2;2;2;4;2;4;2;4;2;3;2;2;4;4;4;2;4;3;2;2;2;2;3;4;2;2;3;1;1;3;2;3;2;3;2;2
"158";912;1;2021-12-11 09:54:33;"R_3hG557SYdmbb2cR";4;2;5;3;4;2;4;5;2;1;4;5;5;2;5;5;1;1;2;4;5;5;5;1;1;1;4;5;5;2;1;1;1;4;2;4;4;3;1;1;1;1;1;1;3;4;1;5;3;2;5;1;4;1;2;4;3;4;3;1;3;5;5;1;4;1;3;4;4;4;4;4;4;2;2;3;2;1;1;4;4;5;1;3;2;2;3;2;3;3;4;2;2;2;3;4;3;3;5;2;3;3;1
"159";1125;1;2021-12-11 10:51:03;"R_2TnqTAGR4lkAM2k";2;4;2;5;2;5;2;2;4;5;2;4;2;2;1;2;4;5;4;4;3;2;4;2;4;2;4;4;5;2;2;2;2;4;5;5;3;4;4;2;4;1;1;1;2;3;2;5;3;2;5;2;5;1;4;2;4;2;2;2;4;5;4;1;4;2;2;4;5;4;4;4;4;4;4;3;1;1;1;2;2;5;4;2;2;1;1;2;2;2;1;1;2;2;4;2;2;2;5;2;5;1;2
"160";697;1;2021-12-11 10:59:23;"R_3fl97wi1INiJV0y";4;3;5;2;4;3;3;4;2;2;3;3;3;2;4;4;1;1;5;4;5;4;4;4;4;4;5;3;2;3;4;3;4;4;3;5;5;5;4;4;4;3;2;2;4;4;4;3;2;4;2;4;3;3;2;4;2;4;4;4;1;2;2;4;2;4;4;3;2;2;2;2;2;1;2;2;2;3;3;1;2;3;3;4;3;3;3;4;1;2;2;3;2;3;1;1;2;2;2;2;3;1;1
"161";450;1;2021-12-11 11:36:28;"R_12FPZOxB1NoLPO2";3;3;4;3;2;3;3;4;2;3;4;2;5;2;4;4;1;2;3;4;4;4;2;2;2;2;1;3;3;3;4;4;4;4;4;4;3;4;2;2;2;2;2;2;2;4;2;4;1;2;3;2;5;1;2;3;2;4;3;3;2;5;4;3;4;3;2;4;3;2;3;4;3;2;4;4;4;2;4;4;4;5;4;5;3;1;1;4;4;1;2;1;3;2;2;1;3;3;4;3;1;4;1
"162";861;1;2021-12-11 11:41:43;"R_1qfYfMQPjn1u2DA";2;5;4;2;2;4;2;2;3;2;2;2;1;4;2;2;2;2;4;3;4;4;3;4;3;2;2;3;2;5;2;4;4;2;2;2;3;3;4;2;2;3;3;3;1;3;2;5;1;1;5;1;5;1;5;3;5;1;1;1;5;5;4;1;5;1;1;1;5;4;5;4;5;3;5;5;4;1;2;4;5;4;2;2;4;1;1;2;2;2;1;2;2;1;5;2;1;4;4;4;2;1;1
"163";872;1;2021-12-11 11:47:56;"R_2dmgfPtUQ3hV23h";5;3;5;1;5;1;2;5;1;2;2;4;1;2;5;1;1;1;5;1;1;5;1;4;5;5;5;1;1;5;5;5;5;1;4;5;5;5;5;5;5;4;4;4;1;4;2;4;1;1;5;4;4;3;3;4;5;2;1;3;4;1;1;1;5;1;1;2;2;2;2;2;2;2;2;2;5;5;5;5;1;5;5;5;1;5;2;2;5;2;1;1;1;4;1;3;3;3;4;2;5;1;5
"164";20982;1;2021-12-11 12:08:47;"R_2uy5yvuY4eryM7U";4;2;4;5;4;2;4;5;2;2;2;4;3;2;5;3;1;2;4;5;4;4;4;1;1;1;4;4;4;2;2;2;4;4;2;4;4;4;2;2;1;1;1;1;3;4;2;5;5;2;4;3;4;2;2;3;3;4;3;4;2;3;3;4;4;3;2;5;5;5;5;5;5;5;5;5;4;1;1;4;5;5;5;3;4;1;1;4;2;2;2;2;1;3;3;2;5;2;4;3;2;1;2
"165";607;1;2021-12-11 12:17:01;"R_2QVuKOAjhEV36St";4;4;4;3;4;3;3;4;2;2;3;3;4;3;3;4;2;2;4;2;4;3;2;3;3;4;2;2;2;5;4;5;5;4;4;5;5;5;3;4;4;4;4;4;2;4;2;4;1;2;3;2;4;2;1;4;4;4;2;2;3;5;4;4;4;2;2;1;1;1;1;1;1;1;1;1;2;2;2;2;2;3;4;5;4;2;1;2;2;1;2;2;2;4;1;1;3;3;1;5;5;2;1
"166";660;1;2021-12-11 12:49:02;"R_1l0RPE8LaE521rm";2;4;2;4;2;4;3;2;3;2;2;3;2;4;2;2;3;2;3;5;4;5;5;3;2;2;3;5;5;2;1;1;2;3;3;2;3;3;2;4;3;1;1;1;2;3;2;5;2;2;5;1;5;1;5;2;5;3;3;2;4;5;5;1;5;2;2;5;4;4;4;4;4;3;4;3;4;2;1;5;5;4;2;3;4;2;1;3;4;4;2;1;2;3;5;5;3;4;5;2;1;3;3
"167";935;1;2021-12-11 14:22:42;"R_1pKjgBFj4zEyQ0G";3;3;5;2;4;2;2;4;3;1;2;1;3;1;3;4;2;2;4;3;4;3;3;4;2;2;5;3;2;3;4;4;3;4;4;4;4;3;2;2;2;1;4;3;1;3;1;4;1;2;4;1;4;1;1;3;4;4;2;1;3;5;4;2;4;2;2;3;2;2;2;3;2;2;2;2;4;3;3;2;1;5;3;3;2;2;2;3;2;2;3;1;2;3;1;3;2;2;2;1;1;1;3
"168";592;1;2021-12-11 14:32:21;"R_3O9zM06CouQw25L";4;2;2;2;4;2;4;4;1;1;3;3;3;2;4;4;2;1;3;1;4;2;2;4;4;4;2;2;2;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;2;2;4;2;4;3;4;2;3;2;3;4;4;1;1;1;1;1;4;4;1;1;1;1;1;1;1;1;1;1;4;4;1;1;3;1;4;4;4;1;1;1;1;1;4;2;3;1;1;1;1;1;1;1;1;1
"169";339;1;2021-12-11 15:07:10;"R_2w0TuWi6zXDqQ5w";4;4;2;4;3;4;2;2;2;1;2;5;4;5;4;3;3;1;2;4;4;5;3;2;2;2;5;4;4;4;5;3;5;5;5;4;3;3;2;2;2;1;2;2;1;1;1;5;4;1;5;1;5;1;4;1;5;1;1;1;5;5;5;1;5;1;1;4;3;3;3;3;3;3;3;3;1;2;2;2;5;5;3;2;5;1;1;1;5;2;5;1;1;3;4;5;2;2;5;2;2;1;5
"170";22995;1;2021-12-11 15:12:02;"R_RsGbqJVF8dKKwaR";3;2;4;2;2;1;4;4;1;2;2;4;2;1;4;4;2;2;3;4;5;1;1;3;4;5;3;3;3;3;4;4;4;5;5;3;4;4;5;5;4;2;3;4;3;3;2;2;2;2;3;2;1;1;1;4;1;4;4;1;1;2;2;1;1;4;3;4;1;1;3;4;1;1;1;1;1;1;5;1;2;3;4;5;5;5;4;2;2;1;2;3;2;5;1;1;2;2;2;5;2;1;1
"171";679;1;2021-12-11 16:35:48;"R_2EtnhKk4OgqKXvW";3;3;4;2;3;4;2;4;2;3;2;4;2;2;4;3;2;2;2;4;4;2;4;2;2;2;1;2;3;4;3;3;4;4;5;3;2;2;4;4;3;3;3;3;2;3;2;4;1;2;4;2;4;1;4;3;4;3;3;2;3;4;4;2;4;2;3;4;4;4;3;4;4;3;3;4;3;4;3;2;4;4;4;4;4;2;2;2;2;3;3;1;2;2;2;1;3;2;5;3;3;4;4
"172";1089;1;2021-12-11 16:39:52;"R_3QVoXQDQQ6znYOo";2;5;3;2;3;4;1;4;2;2;2;4;2;2;2;2;3;2;5;5;5;5;5;3;3;4;5;4;5;2;1;1;3;4;1;5;4;4;3;4;4;2;2;2;3;3;3;5;1;3;3;1;5;1;3;3;4;3;3;2;3;3;3;3;3;2;2;2;1;1;1;1;1;1;1;1;2;2;2;2;4;3;2;2;2;2;2;3;1;2;2;2;2;2;1;2;3;2;3;2;2;2;2
"173";814;1;2021-12-11 17:17:52;"R_cIu2MRuaPqxOGw9";4;4;3;5;4;5;1;2;5;1;2;3;1;5;3;3;5;1;4;2;5;3;2;5;3;2;1;1;1;5;2;4;5;4;5;5;5;5;5;2;2;3;4;2;2;4;1;5;1;2;4;2;3;1;2;3;4;3;3;2;2;4;4;2;4;2;2;2;4;2;4;4;2;2;2;2;1;1;1;3;5;5;1;4;1;2;2;3;4;2;1;2;1;2;2;1;2;5;5;2;1;2;1
"174";938;1;2021-12-11 17:22:15;"R_d4h2Vtfja832lcl";5;4;5;4;5;4;4;5;4;1;2;5;4;3;5;4;4;1;4;4;2;1;4;3;2;4;4;4;4;4;3;2;4;2;2;4;4;4;3;4;4;2;2;2;3;4;3;4;3;3;4;2;4;1;2;4;4;3;2;2;4;5;3;3;4;3;2;4;4;2;3;4;2;1;3;3;1;1;5;2;2;5;4;5;2;4;1;5;3;1;1;2;4;4;2;2;5;1;5;2;3;3;2
"175";796;1;2021-12-11 20:00:47;"R_D6mF09lK2KwjxQJ";2;2;5;2;2;3;2;3;1;2;2;4;2;2;3;2;1;2;3;1;4;2;1;5;5;5;2;2;1;5;5;5;5;2;5;5;4;3;4;5;5;4;4;4;3;3;3;1;2;3;2;4;3;3;1;4;1;4;4;5;1;3;1;3;1;4;4;1;1;1;1;1;1;1;1;1;3;3;3;1;1;1;3;5;3;5;4;4;2;1;1;5;4;5;1;1;5;1;1;5;3;3;3
"176";580;1;2021-12-11 20:03:48;"R_YRMlGWQueGoWANj";3;4;3;4;3;4;2;2;3;1;2;3;2;4;4;2;4;2;3;2;4;3;3;3;2;3;2;2;2;4;2;3;4;4;4;4;4;4;4;4;4;3;3;3;3;4;3;3;1;4;2;3;3;3;2;4;2;4;4;5;2;2;2;3;2;4;4;3;3;1;3;4;1;1;2;2;2;2;1;1;2;3;2;4;2;2;2;2;1;1;1;3;4;4;1;1;4;2;2;4;4;2;1
"177";1544;1;2021-12-11 21:36:36;"R_tGNJkxBKUhAdGFz";4;4;4;2;2;2;2;2;2;2;2;4;2;2;4;2;3;2;4;2;4;2;4;4;2;4;2;2;2;1;4;4;5;4;4;5;4;3;4;4;4;4;4;2;3;4;4;3;1;3;3;5;1;5;2;5;2;3;4;5;1;1;1;3;5;3;4;4;4;2;4;4;4;2;4;2;3;4;2;2;2;2;3;2;2;2;2;3;1;2;4;4;4;4;2;4;2;4;1;5;4;4;1
"178";574;1;2021-12-11 21:54:10;"R_3k6fAdgJb1FnxCQ";4;1;3;1;5;1;4;4;1;1;4;5;5;3;5;5;1;1;3;4;4;2;2;4;4;4;2;4;4;4;4;4;4;4;4;4;5;5;4;4;5;2;2;4;3;3;3;4;1;3;3;3;4;3;3;4;2;4;4;3;1;3;3;1;5;4;3;1;4;1;4;4;1;1;1;4;1;2;3;1;2;5;5;4;3;3;4;4;2;4;2;3;3;4;1;1;1;1;2;1;1;2;1
"179";992;1;2021-12-11 22:12:26;"R_10HqiG2pfTL7New";3;3;4;3;3;2;2;3;1;1;2;3;3;2;3;3;2;1;3;4;4;3;4;3;4;2;4;4;4;3;3;2;3;4;4;2;3;4;3;3;3;2;3;3;2;3;2;3;2;3;3;2;3;2;3;4;3;3;3;2;3;4;3;2;3;3;2;2;3;2;3;2;2;2;2;2;2;2;2;1;2;3;3;2;2;3;2;3;2;2;2;2;2;3;2;1;1;2;2;2;2;2;1
"180";601;1;2021-12-11 22:29:07;"R_3PMjodoJKjmO4In";2;5;3;5;2;5;4;5;5;2;2;3;1;2;3;1;5;1;4;5;2;5;5;1;4;4;5;5;5;1;2;1;4;2;2;5;4;3;1;4;2;1;1;1;2;4;2;5;2;3;5;1;5;1;4;5;4;5;2;3;4;5;5;4;5;3;3;5;5;4;5;5;5;4;5;4;2;2;2;5;5;1;2;5;3;2;5;5;2;1;4;1;1;2;4;1;1;2;5;4;3;2;2
"181";1397;1;2021-12-11 23:10:21;"R_22WzdX4rO5fWJuy";4;1;4;3;4;2;2;4;1;2;2;4;3;2;3;4;1;2;5;1;2;3;5;4;2;3;4;5;4;2;2;2;3;2;1;4;5;4;2;2;2;1;1;1;4;4;3;5;3;4;3;2;3;2;1;4;1;4;4;4;1;2;3;3;5;4;4;4;3;2;3;3;2;1;1;3;2;4;3;4;4;5;4;5;2;2;1;2;1;1;2;3;2;2;1;3;3;1;2;4;2;3;1
"182";899;1;2021-12-12 02:01:05;"R_12cpMwuULNFqksP";1;4;4;2;2;2;4;2;2;2;2;5;2;2;5;2;2;2;5;1;3;3;1;5;4;5;5;1;1;1;5;5;5;3;3;4;4;2;4;4;4;4;4;4;4;3;3;1;2;3;3;4;5;4;2;4;2;4;3;4;2;2;1;3;2;4;3;1;1;1;1;1;1;1;1;1;2;4;2;1;1;4;5;5;2;4;2;4;2;2;1;2;2;4;1;2;2;2;1;5;2;1;2
"183";984;1;2021-12-12 05:08:11;"R_2VwQTH7RAeIhTMC";2;3;2;3;3;3;3;2;2;1;2;1;1;2;2;2;2;1;2;4;4;2;4;4;4;4;2;3;4;2;2;2;2;4;4;3;4;4;4;3;3;2;2;2;3;4;3;2;2;3;3;3;4;2;3;4;3;2;2;2;3;4;4;3;3;3;3;2;2;2;2;2;2;2;2;2;2;3;3;1;2;3;3;3;3;2;2;3;2;2;2;2;2;2;1;2;2;2;2;1;1;1;2
"184";1384;1;2021-12-12 05:24:36;"R_2Uf3ot1yjxUwBTw";5;3;5;2;5;5;5;5;2;2;3;5;4;2;5;5;2;2;4;2;4;4;2;4;4;4;5;2;2;5;4;4;4;4;2;4;4;4;3;4;4;3;3;3;3;3;3;4;2;3;4;3;4;3;4;3;3;2;3;3;2;3;3;1;3;3;2;4;4;2;4;4;4;2;4;2;2;4;5;2;2;3;4;4;4;3;3;2;2;2;2;3;3;4;2;1;2;2;4;2;2;2;2
