"";"Duration__in_seconds_";"Finished";"RecordedDate";"ResponseId";"Q6___R_gulation_cogn_1";"Q6___R_gulation_cogn_2";"Q6___R_gulation_cogn_3";"Q6___R_gulation_cogn_4";"Q6___R_gulation_cogn_5";"Q6___R_gulation_cogn_6";"Q6___R_gulation_cogn_7";"Q6___R_gulation_cogn_8";"Q6___R_gulation_cogn_9";"Q6___R_gulation_cogn_10";"Q6___R_gulation_cogn_11";"Q6___R_gulation_cogn_12";"Q6___R_gulation_cogn_13";"Q6___R_gulation_cogn_14";"Q6___R_gulation_cogn_15";"Q6___R_gulation_cogn_16";"Q6___R_gulation_cogn_17";"Q6___R_gulation_cogn_18";"Q7___Alim_intuitive_1";"Q7___Alim_intuitive_2";"Q7___Alim_intuitive_3";"Q7___Alim_intuitive_4";"Q7___Alim_intuitive_5";"Q7___Alim_intuitive_6";"Q7___Alim_intuitive_7";"Q7___Alim_intuitive_8";"Q7___Alim_intuitive_9";"Q7___Alim_intuitive_10";"Q7___Alim_intuitive_11";"Q7___Alim_intuitive_12";"Q7___Alim_intuitive_13";"Q7___Alim_intuitive_14";"Q7___Alim_intuitive_15";"Q7___Alim_intuitive_16";"Q7___Alim_intuitive_17";"Q7___Alim_intuitive_18";"Q7___Alim_intuitive_19";"Q7___Alim_intuitive_20";"Q7___Alim_intuitive_21";"Q7___Alim_intuitive_22";"Q7___Alim_intuitive_23";"Q9_Alim_emotionnel";"Q10_Alim_emotionnel";"Q11_Alim_emotionnel";"Q12___Estime_corpore_1";"Q12___Estime_corpore_2";"Q12___Estime_corpore_3";"Q12___Estime_corpore_4";"Q12___Estime_corpore_5";"Q12___Estime_corpore_6";"Q12___Estime_corpore_7";"Q12___Estime_corpore_8";"Q12___Estime_corpore_9";"Q12___Estime_corpore_10";"Q12___Estime_corpore_11";"Q12___Estime_corpore_12";"Q12___Estime_corpore_13";"Q12___Estime_corpore_14";"Q12___Estime_corpore_15";"Q12___Estime_corpore_16";"Q12___Estime_corpore_17";"Q12___Estime_corpore_18";"Q12___Estime_corpore_19";"Q12___Estime_corpore_20";"Q12___Estime_corpore_21";"Q12___Estime_corpore_22";"Q12___Estime_corpore_23";"Q13___Internalisatio_1";"Q13___Internalisatio_2";"Q13___Internalisatio_3";"Q13___Internalisatio_4";"Q13___Internalisatio_5";"Q13___Internalisatio_6";"Q13___Internalisatio_7";"Q13___Internalisatio_8";"Q13___Internalisatio_9";"Q14___QSREIC_1";"Q14___QSREIC_2";"Q14___QSREIC_3";"Q14___QSREIC_4";"Q14___QSREIC_5";"Q14___QSREIC_6";"Q14___QSREIC_7";"Q14___QSREIC_8";"Q14___QSREIC_9";"Q14___QSREIC_10";"Q14___QSREIC_11";"Q14___QSREIC_12";"Q14___QSREIC_13";"Q14___QSREIC_14";"Q14___QSREIC_15";"Q14___QSREIC_16";"Q14___QSREIC_17";"Q14___QSREIC_18";"Q14___QSREIC_19";"Q14___QSREIC_20";"Q14___QSREIC_21";"Q14___QSREIC_22";"Q14___QSREIC_23";"Q14___QSREIC_24";"Q14___QSREIC_25";"Q14___QSREIC_26";"Q14___QSREIC_27";"CERQ_ACC";"CERQ_RUM";"CERQ_REA";"CERQ_CUL";"CERQ_REC";"CERQ_DRA";"CERQ_BLA";"CERQ_PLA";"CERQ_PERS";"CERQ_MAL";"CERQ_ADA";"AI_UPE";"AI_EPPR";"AI_RHSC";"AI_BFC";"AI_total";"BE_APP";"BE_ATT";"BE_Poids";"BE_total";"EE";"Interna";"QSREIC_dramatisation";"QSREIC_planif";"QSREIC_recentrage";"QSREIC_social";"QSREIC_culpa";"QSREIC_refus";"QSREIC_rumination";"QSREIC_physique";"QSREIC_évitement";"QSREIC_ADA";"QSREIC_MAL"
"21";1613;1;2022-02-09 15:04:39;"R_1rjdSY0GFXD5ebN";3;2;2;1;4;2;2;2;2;1;2;2;2;1;1;4;2;1;2;2;4;4;4;3;2;4;2;3;2;3;4;4;5;3;2;4;4;4;4;4;4;2;2;3;4;4;4;3;1;4;3;3;3;3;5;4;3;4;4;3;5;3;4;4;2;3;4;2;1;1;2;2;1;1;2;2;1;2;4;1;4;1;5;5;1;1;4;2;1;4;2;4;2;5;5;1;4;1;1;4;2;4;1;7;4;4;2;4;4;2;3;6;12;24;17;27;21;12;77;37;17;26;80;7;14;8;10;14;18;2;13;1;2;4;55;17
"22";2075;1;2022-02-09 15:06:51;"R_V2SWYURdiWjDR7P";3;4;3;4;2;4;3;2;4;2;2;2;2;4;3;2;4;2;4;2;5;4;2;5;5;5;5;1;1;1;1;1;1;5;5;3;3;3;2;2;4;2;2;2;2;3;2;1;2;2;2;1;2;1;2;3;2;2;2;1;2;1;1;1;1;2;1;4;4;3;3;4;3;2;3;3;5;2;2;3;2;3;4;3;2;2;1;1;2;4;4;1;4;2;3;2;2;4;5;1;2;2;5;5;8;5;8;5;8;4;5;4;28;24;28;10;23;9;70;18;11;10;39;6;29;15;6;8;10;5;6;4;8;11;30;43
"23";720;1;2022-02-09 15:09:33;"R_3FKzZUAALhCb70R";4;4;4;2;3;2;3;4;2;1;2;3;3;1;3;4;2;1;3;4;5;5;5;5;5;4;5;4;3;4;4;5;5;4;5;5;4;4;5;4;3;3;3;3;4;4;4;3;4;4;4;3;5;3;5;4;5;5;5;4;5;4;5;4;5;5;4;3;3;2;4;3;4;3;3;2;1;5;4;1;4;4;4;5;4;3;2;4;1;3;2;4;5;4;5;1;5;1;2;5;2;4;1;7;6;8;3;5;4;2;6;7;15;33;27;34;26;13;100;46;21;31;98;9;27;13;13;12;18;5;17;1;3;4;60;26
"24";999;1;2022-02-09 15:32:07;"R_xEgp10GIhpmgMvL";2;1;3;2;2;2;3;2;1;1;3;4;3;4;3;5;1;1;1;4;4;5;4;4;4;2;1;4;4;5;4;4;4;2;1;2;2;2;2;4;4;2;4;4;1;4;2;1;1;3;1;1;2;1;3;3;3;4;3;1;5;1;3;1;3;1;2;2;2;2;2;2;2;2;2;2;2;3;4;1;4;5;4;5;4;3;3;5;4;1;2;2;3;4;5;1;2;1;5;2;3;5;2;4;3;5;6;6;2;2;7;8;13;30;14;33;20;6;73;26;13;11;50;10;18;10;14;12;19;9;9;1;6;5;54;31
"25";712;1;2022-02-09 15:39:21;"R_2bV2APwmmMX7faM";4;2;3;1;4;2;2;2;1;2;2;2;2;2;2;4;1;2;1;5;2;5;5;3;3;2;1;5;5;5;5;5;5;2;4;5;5;5;3;3;3;4;4;4;4;3;3;2;1;3;4;2;3;2;5;3;3;4;3;4;5;5;5;2;3;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;5;2;1;4;1;5;2;2;2;2;2;2;2;4;5;1;1;1;2;1;1;5;1;8;4;5;3;4;2;4;4;6;13;27;15;40;17;15;87;36;13;27;76;12;10;6;6;6;19;4;9;1;3;4;40;18
"26";1370;1;2022-02-09 16:22:45;"R_sYgmmKTeyBq7jsl";2;3;4;5;2;4;2;4;5;2;2;2;2;4;2;2;2;1;2;1;5;3;1;4;4;4;4;2;1;2;2;4;3;4;4;5;3;3;4;4;4;1;2;2;2;2;2;4;1;2;2;1;2;1;1;2;3;2;2;1;3;4;4;1;4;2;1;1;1;1;1;1;1;1;1;1;2;4;3;1;4;4;3;3;4;2;1;2;3;2;4;1;2;4;1;2;2;2;4;2;2;5;4;4;7;8;9;4;7;3;4;4;26;24;22;16;24;11;73;22;8;19;49;5;9;10;9;10;13;7;7;2;5;10;39;34
"27";847;1;2022-02-09 16:39:44;"R_3njFtpowJ9NXESL";3;3;4;2;2;1;3;4;2;1;5;5;3;2;4;4;1;1;1;3;4;3;4;3;3;4;2;3;3;4;5;5;5;4;5;4;5;5;5;4;3;3;3;3;3;5;2;2;1;3;3;2;2;2;5;4;3;3;2;2;3;3;4;1;3;3;3;3;1;1;2;1;3;1;2;2;2;3;3;1;3;4;5;5;2;3;2;4;2;2;2;2;4;4;5;2;2;3;3;2;2;4;2;5;4;8;4;8;3;2;9;7;13;37;19;32;22;14;87;30;14;20;64;9;16;10;11;12;17;6;9;3;4;6;49;29
"28";970;1;2022-02-09 16:41:53;"R_269maf7IDLTxqvX";4;3;4;2;4;2;4;4;2;2;4;4;3;1;2;5;2;2;3;4;4;3;4;3;2;2;1;3;4;4;4;4;5;3;3;5;5;5;3;2;2;4;2;3;2;3;2;1;3;2;2;2;2;1;4;2;2;3;2;2;4;3;3;1;2;3;2;1;1;1;1;1;1;1;1;1;1;3;5;2;4;4;5;4;2;3;2;4;2;1;3;3;3;4;5;1;4;2;5;3;3;3;1;8;5;8;3;8;4;4;6;8;16;38;17;32;14;15;78;24;12;17;53;9;9;7;12;14;16;6;13;2;7;5;55;27
"29";764;1;2022-02-09 17:24:30;"R_300GJDNUlfEmLMa";2;4;4;2;2;5;2;2;2;1;1;2;1;2;2;2;2;1;5;1;4;3;2;2;3;2;5;1;1;2;3;2;4;4;4;3;3;3;4;3;3;1;2;2;2;2;1;2;3;2;1;3;4;3;5;3;2;1;3;1;3;2;2;1;3;3;1;3;1;3;1;2;2;2;3;1;1;1;1;2;5;2;4;2;1;2;1;4;2;4;1;2;1;4;5;4;4;2;2;2;1;5;1;4;9;6;4;3;4;2;4;3;19;20;25;16;17;9;67;26;10;17;53;5;18;7;7;9;17;4;10;2;4;6;43;23
"30";967;1;2022-02-09 17:25:45;"R_28NBEnEvblZnwi2";2;3;2;3;4;3;2;2;3;2;2;3;2;2;3;4;2;2;3;2;4;3;2;3;3;2;4;2;2;2;2;2;2;4;2;3;3;4;3;4;2;1;1;2;2;3;2;2;3;2;2;2;3;2;3;3;2;3;3;2;3;3;3;2;2;2;2;3;2;1;1;1;2;1;1;1;2;2;2;1;4;4;3;3;2;2;2;2;4;2;3;1;4;2;4;2;3;2;3;2;2;4;4;6;6;4;5;4;5;4;6;6;20;26;20;16;17;10;63;24;14;18;56;4;13;10;8;7;15;8;8;2;4;9;38;33
"31";860;1;2022-02-09 17:27:27;"R_2EgFLEXTh6mXrMH";1;3;5;4;3;2;2;4;3;1;2;3;2;3;3;2;2;1;2;2;2;2;2;2;2;4;2;3;2;3;2;2;4;2;2;4;4;4;3;4;4;2;2;2;3;2;2;2;4;2;3;2;3;2;3;3;3;3;3;3;4;4;3;1;3;3;3;2;2;2;2;2;2;2;2;2;1;3;3;1;5;3;3;4;2;2;2;3;1;1;1;2;2;2;5;2;2;2;2;3;3;5;3;4;5;9;7;4;5;2;6;4;19;27;12;20;19;12;63;30;13;21;64;6;18;6;11;8;19;4;9;2;3;6;47;21
"32";1793;1;2022-02-09 18:19:26;"R_Ov34vxnA2MpINB7";3;2;2;4;3;2;2;2;3;2;1;2;2;3;2;2;4;4;2;1;3;4;2;3;3;2;4;2;1;1;3;2;4;4;5;3;4;4;4;3;2;2;2;2;2;3;2;2;1;2;1;1;2;1;3;2;2;3;2;2;2;2;1;2;1;2;2;4;2;4;2;3;2;4;2;2;2;2;1;3;4;5;3;2;3;3;2;2;4;3;2;1;4;2;4;2;3;3;4;3;1;4;1;6;4;4;7;3;7;6;4;4;24;21;22;16;17;11;66;19;11;13;43;6;25;12;7;6;14;9;10;3;7;5;37;36
"33";838;1;2022-02-09 18:35:54;"R_3fqrg2soQTOs5Cn";4;2;2;2;3;4;2;3;2;2;2;3;2;2;3;2;1;2;4;3;4;4;2;4;3;4;3;5;5;4;4;2;5;4;1;4;3;3;4;4;4;4;3;2;3;3;3;3;1;3;4;3;2;3;5;4;4;4;4;3;4;3;3;3;3;4;3;4;4;1;2;4;3;1;2;3;1;4;2;1;4;4;4;4;1;2;2;4;1;1;1;3;1;4;5;2;2;1;2;4;2;5;1;7;6;5;4;4;3;4;6;4;17;26;20;30;23;10;83;35;15;25;75;9;24;4;12;10;18;5;11;1;3;4;51;17
"34";707;1;2022-02-09 19:53:22;"R_3CVCsbF8MToZ0Uk";4;4;4;4;4;4;3;5;2;1;3;5;2;1;4;4;1;1;2;2;4;4;4;4;2;4;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;4;3;2;2;3;2;3;2;3;4;4;3;3;3;2;4;4;3;2;3;3;2;2;2;2;2;2;2;2;2;2;2;4;3;3;3;4;3;4;3;4;1;2;1;2;1;2;2;4;4;1;3;2;3;3;2;5;1;8;8;9;5;6;3;2;9;6;18;38;20;30;22;12;84;29;15;23;67;9;18;9;9;10;16;5;12;2;6;3;47;25
"35";4917;1;2022-02-09 19:54:25;"R_a90dHDx0wfMB7KV";2;4;2;3;3;4;2;2;2;1;2;3;2;2;3;3;2;1;3;3;4;2;4;2;3;2;3;4;4;4;4;4;4;4;3;4;4;4;2;2;2;3;3;4;3;3;2;1;2;2;2;2;3;2;4;3;2;4;2;2;3;2;2;2;2;3;3;1;1;1;1;1;1;1;1;1;2;2;2;1;2;5;2;2;1;2;2;2;1;2;2;1;1;2;5;2;3;2;4;2;1;2;1;5;8;4;5;4;4;2;6;5;19;24;19;31;13;12;75;26;14;16;56;10;9;6;7;6;11;6;8;2;5;5;32;24
"36";1204;1;2022-02-09 21:20:14;"R_2ydBQViXg4LDczz";4;4;4;2;4;3;4;4;2;2;4;3;3;2;2;4;1;2;4;5;4;3;5;4;4;4;4;5;5;5;5;5;5;4;5;5;4;3;4;4;4;4;4;4;3;4;3;3;2;4;4;3;4;3;4;4;4;4;4;4;4;5;5;3;3;4;4;2;3;3;2;3;2;2;2;1;1;2;3;1;4;3;4;5;3;2;3;4;2;1;1;3;2;4;4;4;3;1;2;2;2;4;1;8;7;8;4;8;3;4;5;7;18;36;24;40;24;12;100;38;17;30;85;12;20;7;11;11;17;5;10;1;3;6;49;22
"37";952;1;2022-02-10 03:02:44;"R_1OUdIamva6nAeQl";4;4;4;2;4;3;3;5;1;2;3;4;3;3;4;5;1;2;1;2;4;3;2;3;3;3;4;3;2;3;2;2;4;4;2;4;4;4;2;2;3;2;2;2;3;4;2;2;3;3;2;2;1;1;3;4;2;3;3;1;4;3;4;1;3;2;1;4;4;4;4;4;3;4;3;4;3;3;3;1;3;4;4;5;1;3;3;5;1;1;2;1;2;4;3;1;5;3;4;5;3;4;2;8;7;9;5;6;2;4;8;8;18;39;18;20;16;12;66;25;15;17;57;6;34;7;14;11;15;5;14;3;5;5;54;25
"38";981;1;2022-02-10 04:50:45;"R_eVFPCm9eW30XqA9";3;3;3;2;3;3;3;3;2;1;4;3;2;2;2;4;2;2;3;1;5;4;1;3;4;4;5;2;1;2;2;2;2;5;5;5;4;4;4;4;4;2;3;2;4;4;4;3;1;4;2;5;3;4;5;4;3;4;4;5;4;4;5;1;3;4;3;3;2;4;2;3;4;1;3;1;1;1;3;1;4;4;4;5;5;2;1;4;2;3;3;4;4;3;5;2;5;1;2;5;2;5;1;6;6;6;4;7;4;3;5;6;17;30;27;13;23;13;76;35;14;34;83;7;23;13;8;10;19;6;16;1;3;6;53;29
"39";1220;1;2022-02-10 05:36:51;"R_3g1IowiUsJbpWB5";4;4;4;3;4;2;4;5;1;2;4;2;4;2;2;5;1;2;5;4;5;5;5;4;2;3;5;4;4;4;5;5;5;4;4;3;4;4;4;3;4;4;4;4;4;4;3;3;1;4;3;2;5;2;5;4;4;4;4;2;5;5;4;4;4;3;3;1;1;1;1;1;1;1;1;1;4;4;3;1;5;3;4;5;3;4;3;3;1;2;2;2;4;4;5;1;4;2;2;4;2;5;1;8;6;9;5;8;2;4;4;9;17;38;28;36;20;11;95;41;17;24;82;12;9;13;12;11;20;4;14;2;3;4;57;26
"40";3442;1;2022-02-10 07:07:55;"R_Ut1z9rkPgdxCwOl";4;2;4;4;4;4;2;3;3;1;4;2;4;3;4;4;2;1;2;4;4;4;4;4;3;2;4;4;4;4;3;4;4;2;4;4;4;4;4;2;2;3;3;3;2;3;3;2;4;3;4;3;3;4;3;4;3;4;4;4;4;4;4;3;2;4;3;4;4;3;4;3;4;3;4;3;2;2;3;2;2;5;5;5;3;3;1;4;1;3;1;3;4;3;2;1;3;2;2;3;3;3;1;8;6;7;7;6;5;2;6;8;20;35;20;31;17;12;80;31;18;28;77;9;32;12;10;11;12;6;12;2;4;3;45;27
"41";577;1;2022-02-10 08:05:32;"R_31Xmn28EMg8NZWi";4;5;4;4;4;5;2;2;4;2;2;4;4;4;3;4;3;2;3;5;5;4;5;4;4;4;5;5;5;1;5;5;5;5;5;3;3;4;5;5;5;4;4;4;2;4;3;3;3;3;2;4;2;3;3;4;3;3;3;5;4;4;4;4;3;3;2;4;3;1;3;4;1;1;1;3;4;2;1;1;2;4;4;5;5;3;1;2;2;4;3;3;4;5;5;1;5;2;3;4;4;4;1;8;10;6;8;4;7;4;7;8;29;33;27;36;27;10;100;27;18;29;74;12;21;17;9;10;16;6;15;2;4;5;50;34
"42";785;1;2022-02-10 08:26:01;"R_3HoeCfng1x8E0oZ";2;3;4;2;5;5;1;4;1;1;4;3;2;2;2;5;2;2;2;5;4;5;5;3;2;2;4;5;5;3;5;5;4;3;1;4;4;4;5;4;4;4;4;4;3;2;3;4;2;4;5;4;5;3;5;3;5;3;3;3;5;5;5;1;3;4;3;3;1;1;1;1;1;1;1;1;2;4;4;1;5;5;5;5;4;5;1;1;1;1;2;4;4;5;5;1;1;1;1;4;3;4;1;7;8;8;4;5;3;3;5;7;18;32;19;37;20;12;88;41;11;31;83;12;11;11;9;14;19;6;14;1;2;4;56;24
"43";1373;1;2022-02-10 12:12:53;"R_3L7FZ16z6BvZscF";5;2;3;2;3;1;1;2;1;1;2;2;2;2;3;2;2;2;5;3;5;5;5;3;3;3;3;3;5;5;5;5;5;5;5;3;3;3;3;3;3;4;4;3;1;3;2;5;1;5;3;3;4;3;5;2;5;4;3;1;5;5;5;1;5;2;3;3;1;1;1;1;1;1;1;1;1;1;2;1;5;2;2;4;1;1;2;2;1;2;4;2;3;4;5;1;4;3;2;5;1;5;1;8;3;5;4;3;3;3;5;4;13;25;28;36;18;9;91;39;11;26;76;11;11;7;6;8;19;3;12;3;3;6;45;22
"44";751;1;2022-02-10 13:04:16;"R_3CTyQHw7q3ATLZ5";5;2;5;4;4;4;3;5;2;2;3;5;4;3;3;4;2;2;2;4;3;3;4;4;4;3;4;5;5;5;5;5;5;2;5;4;3;3;4;4;4;3;4;3;4;4;4;3;1;4;4;3;3;3;3;5;4;4;4;4;3;4;3;2;2;4;3;4;4;5;4;4;4;4;4;3;2;1;2;1;4;5;4;5;2;3;1;5;1;1;3;3;4;2;3;1;4;1;2;3;1;4;1;9;6;10;7;6;4;4;8;8;21;41;19;38;23;10;90;34;16;28;78;10;36;9;8;8;16;6;13;1;3;5;45;24
"45";996;1;2022-02-10 14:25:15;"R_uvTCKlfC71DUNXj";5;1;4;1;4;1;5;5;1;1;4;1;4;1;3;5;1;1;1;5;3;4;4;2;2;2;2;5;5;4;2;5;4;2;1;4;4;4;2;4;3;3;3;3;4;4;4;4;1;4;4;4;4;4;5;4;5;5;4;5;5;4;5;4;4;4;4;2;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;5;5;1;1;1;1;1;5;5;5;5;1;5;1;1;5;1;5;1;9;2;9;2;9;2;2;4;9;8;40;13;34;15;12;74;43;18;34;95;9;10;12;4;11;20;6;20;1;2;3;55;24
"46";1008;1;2022-02-10 15:55:25;"R_1C2ApEFyQsm7VUD";2;4;4;2;4;3;2;2;1;3;2;3;4;2;1;4;2;3;5;5;5;4;5;5;1;5;5;5;5;5;5;5;5;5;5;3;4;4;4;4;5;4;4;4;4;4;4;3;1;4;3;2;3;1;3;4;3;3;3;1;3;4;4;1;3;4;3;2;1;1;1;1;1;1;1;1;1;2;1;1;5;4;2;5;3;5;1;2;1;1;5;3;4;4;5;1;4;1;1;1;1;5;1;6;7;6;4;4;3;6;4;8;20;28;29;40;24;11;104;32;13;23;68;12;10;9;6;7;20;5;13;1;2;7;46;24
"47";652;1;2022-02-10 16:06:09;"R_yrUq5gXa8gRLQ3f";3;4;4;3;4;4;2;2;4;3;2;2;2;4;2;2;3;2;4;1;4;2;1;2;4;4;2;1;1;2;2;2;4;4;4;2;2;2;4;4;4;2;1;1;2;2;3;1;2;3;2;1;1;1;3;1;1;2;3;3;2;1;1;1;1;3;1;4;4;2;4;3;2;1;1;2;2;2;2;3;3;4;2;2;4;2;1;4;4;3;3;2;2;2;5;2;4;2;5;3;2;4;3;7;8;6;7;4;7;5;4;4;27;25;20;14;22;6;62;19;8;14;41;4;23;11;9;6;14;8;11;2;8;8;40;37
"48";569;1;2022-02-10 18:45:14;"R_10MX6arOK00auSR";5;3;5;4;3;5;2;3;1;4;2;5;4;2;4;2;1;3;2;2;5;2;1;1;1;1;5;2;1;2;1;1;2;4;5;5;3;4;1;1;1;2;2;1;1;3;2;1;2;2;2;1;4;1;5;3;1;3;2;1;2;1;1;1;2;3;2;2;1;1;1;1;1;1;1;1;2;2;2;1;5;3;2;3;4;2;1;3;5;4;4;1;2;5;5;2;5;4;4;4;3;5;1;8;8;8;6;4;2;7;9;6;23;35;23;12;6;12;53;23;12;11;46;5;10;12;9;9;18;8;12;4;5;7;48;36
"49";1060;1;2022-02-10 19:32:50;"R_x9m6ft2u4Z96lqh";3;1;2;5;4;2;1;1;2;2;2;3;2;5;2;1;2;2;3;1;5;3;1;1;1;1;5;1;1;1;3;1;4;5;5;3;3;3;1;1;1;2;1;1;1;2;1;1;5;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;1;1;1;5;5;5;5;5;5;5;5;3;5;2;1;5;1;5;2;1;1;1;1;1;5;5;4;1;4;2;1;2;1;2;5;1;5;5;4;7;3;3;10;3;4;4;5;3;21;21;26;13;6;9;54;10;12;8;30;4;43;15;9;5;8;10;4;2;10;10;26;47
"50";8451;1;2022-02-10 20:42:45;"R_1lmG720lmi19Lgv";3;3;3;2;3;3;3;4;2;2;3;4;2;2;5;3;2;2;2;4;4;4;4;3;3;3;4;3;4;4;4;3;5;3;1;4;4;4;3;3;3;3;3;3;3;3;3;2;2;3;3;4;3;3;4;4;3;4;3;3;4;4;4;3;3;3;3;3;2;2;2;2;2;2;2;2;1;5;5;1;3;4;4;4;3;3;3;2;1;1;1;3;3;4;5;1;4;1;2;2;2;4;1;6;6;7;4;6;4;4;9;5;18;33;18;31;18;12;79;32;16;26;74;9;19;8;12;13;16;5;12;1;3;3;53;20
"51";896;1;2022-02-11 04:50:27;"R_78SQdyPPI9nKhnX";1;2;2;2;2;2;3;1;1;1;3;3;3;3;3;4;1;1;2;2;4;4;2;2;3;4;4;2;2;2;3;3;4;4;5;4;4;4;3;3;3;2;2;2;2;3;2;2;1;3;3;2;2;2;5;3;3;3;3;3;4;3;3;1;4;3;3;2;2;2;2;2;2;2;2;2;4;4;4;2;5;5;3;5;4;3;4;5;1;2;3;2;2;4;5;2;5;4;2;5;5;5;2;3;4;3;5;6;2;2;6;7;13;25;23;20;18;12;73;32;11;20;63;6;18;12;18;11;20;6;15;4;4;7;64;33
"52";2557;1;2022-02-11 05:28:12;"R_1eKLLCHxVUwfLTv";3;2;3;2;3;2;2;4;1;1;3;2;1;1;3;1;1;1;1;2;4;2;2;2;2;2;2;4;4;4;2;2;2;2;1;2;4;4;1;2;2;2;2;2;2;2;1;1;1;2;1;1;1;1;2;2;1;2;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;2;2;2;5;2;5;4;1;5;2;1;1;5;2;4;1;5;3;3;3;5;2;5;5;2;5;5;6;4;7;3;5;2;2;5;2;11;25;12;22;11;10;55;13;8;8;29;6;12;14;6;9;11;10;13;2;10;12;39;48
"53";474;1;2022-02-11 08:09:20;"R_3MoNPEbMYBCTxGE";4;4;4;4;4;3;2;4;2;1;2;3;2;3;4;4;1;1;2;1;4;2;2;1;1;1;4;2;1;2;2;2;4;4;3;4;4;4;1;1;1;2;1;1;3;3;2;1;1;3;2;1;4;1;5;3;3;2;2;1;5;5;4;1;1;2;2;1;1;1;1;1;1;1;1;1;2;2;2;4;5;3;3;5;5;5;2;2;2;1;1;1;2;5;5;1;1;2;2;1;1;5;1;8;7;8;7;4;3;2;7;6;19;33;19;16;6;12;53;30;10;17;57;4;9;10;7;10;20;5;8;2;6;3;45;26
"54";834;1;2022-02-11 12:16:47;"R_qD9FWmfNLkMPaFP";4;4;5;4;4;5;2;3;1;1;1;3;2;2;3;2;1;1;2;2;4;2;2;4;4;3;4;3;3;4;2;2;4;4;5;3;3;4;4;3;4;2;3;3;3;3;2;2;3;3;3;3;2;2;3;2;4;3;3;2;3;3;3;2;3;3;2;2;2;2;1;2;2;1;2;2;2;4;1;1;4;3;4;3;1;2;1;2;1;1;4;2;2;3;5;3;3;4;3;4;3;3;4;8;9;8;6;3;2;2;6;4;19;29;21;22;22;10;75;29;13;20;62;8;16;6;10;8;15;4;11;4;4;11;44;29
"55";645;1;2022-02-11 12:33:37;"R_pcUvIZnDnj6u0h3";2;4;2;2;2;5;2;2;4;1;2;2;2;2;2;3;2;1;1;2;2;1;2;3;3;3;1;1;2;3;3;3;3;3;1;4;5;5;4;4;3;1;1;1;2;4;2;1;2;3;2;3;2;3;5;4;1;3;3;3;2;2;2;4;1;3;3;3;2;2;2;2;2;2;1;1;4;3;2;3;3;2;2;5;3;4;1;2;2;2;1;2;2;1;5;2;2;2;3;2;2;5;2;4;9;4;4;4;6;2;4;5;21;21;9;19;20;14;62;24;17;19;60;3;17;11;8;5;18;4;10;2;6;5;41;28
"56";2253;1;2022-02-11 12:57:07;"R_30q1q2ebZ78vRdI";5;2;5;4;5;2;4;5;1;1;4;4;5;2;4;5;1;1;2;4;5;5;3;4;5;2;5;3;4;4;4;4;4;2;2;5;4;4;4;2;2;4;3;2;4;4;2;4;1;4;3;4;5;2;5;4;5;5;4;4;5;5;5;1;4;4;4;1;1;1;1;1;1;1;1;1;1;1;3;1;5;4;3;5;1;5;3;2;2;4;4;4;4;5;5;1;1;1;2;5;1;5;2;10;4;10;6;8;2;2;8;10;14;46;21;30;19;13;83;43;15;30;88;9;9;10;7;11;20;6;15;1;3;7;53;27
"57";1103;1;2022-02-11 16:42:14;"R_vSGLl8G03vhqxEt";5;3;5;2;4;2;2;5;2;2;2;5;3;2;5;2;2;2;1;4;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;3;4;3;3;3;4;4;3;2;4;1;4;2;3;2;3;3;5;3;5;5;3;1;3;2;4;4;4;5;4;4;4;5;3;2;4;2;4;2;4;5;3;3;2;1;2;2;2;1;2;2;4;2;2;3;3;4;2;4;2;3;9;5;10;4;4;4;4;10;5;17;38;25;39;30;15;109;22;16;33;71;10;37;9;11;11;9;6;9;3;8;6;40;32
"58";572;1;2022-02-11 20:03:47;"R_23gChvehX0dr79J";4;4;4;3;4;4;3;4;2;1;3;3;3;2;4;4;2;1;2;2;4;2;2;4;3;4;3;4;2;5;4;2;4;4;4;4;4;4;3;3;4;2;3;2;3;4;4;3;3;4;2;4;2;3;4;4;3;4;4;4;5;3;4;4;2;4;3;3;2;2;2;3;2;3;2;1;4;2;3;2;3;4;4;5;3;3;4;4;1;2;2;4;4;4;4;3;4;4;3;2;4;2;2;8;8;8;5;6;4;2;7;7;19;36;19;25;21;12;77;32;19;29;80;7;20;13;14;11;14;5;13;4;5;7;52;34
"59";761;1;2022-02-12 08:00:11;"R_3I6o5wueROFx8GJ";4;3;4;2;4;2;3;2;1;1;2;2;3;1;2;2;1;1;4;5;5;5;5;5;4;4;5;5;5;5;1;1;4;5;5;4;4;4;5;5;5;4;4;4;3;3;4;5;1;3;4;4;3;4;5;4;5;4;4;5;5;5;5;1;5;4;4;1;1;1;1;1;1;1;1;1;1;1;3;1;5;1;4;5;1;5;4;1;1;1;4;5;5;4;5;1;5;1;2;5;1;5;1;8;5;6;3;5;2;2;4;5;12;28;29;31;28;12;100;41;13;36;90;12;9;8;7;11;20;2;20;1;3;6;58;20
